LOCO ,TYPE OF LOCO,ZONE,BASE SHED,DIVISION,DATE OF COMMENCEMENT
31372,WAG9H,SECR,BIAE,R,30-Apr-13
31374,WAG9H,SECR,BIAE,R,02-Mar-13
31375,WAG9H,SECR,BIAE,R,09-Mar-13
31377,WAG9H,SECR,BIAE,R,03-Mar-13
31387,WAG9H,SECR,BIAE,R,12-May-13
31390,WAG9H,SECR,BIAE,R,17-Apr-13
31394,WAG9H,SECR,BIAE,R,19-Apr-13
31395,WAG9H,SECR,BIAE,R,19-Apr-13
31396,WAG9H,SECR,BIAE,R,27-Apr-13
31397,WAG9H,SECR,BIAE,R,11-May-13
31398,WAG9H,SECR,BIAE,R,07-Jul-13
31399,WAG9H,SECR,BIAE,R,24-May-13
31400,WAG9H,SECR,BIAE,R,29-May-13
31401,WAG9H,SECR,BIAE,R,29-Jun-13
31411,WAG9H,SECR,BIAE,R,30-Jun-13
31419,WAG9H,SECR,BIAE,R,11-Sep-13
31420,WAG9H,SECR,BIAE,R,14-Sep-13
31505,WAG9H,SECR,BIAE,R,24-May-15
31535,WAG9H,SECR,BIAE,R,10-Feb-15
31539,WAG9H,SECR,BIAE,R,02-Jan-15
31547,WAG9H,SECR,BIAE,R,16-Jan-15
31580,WAG9H,SECR,BIAE,R,06-Aug-15
31581,WAG9H,SECR,BIAE,R,27-Apr-15
31590,WAG9H,SECR,BIAE,R,31-May-15
31613,WAG9H,SECR,BIAE,R,30-Sep-15
31620,WAG9H,SECR,BIAE,R,25-May-15
31681,WAG9H,SECR,BIAE,R,20-May-16
31707,WAG9H,SECR,BIAE,R,24-Apr-16
31710,WAG9H,SECR,BIAE,R,11-May-16
31715,WAG9H,SECR,BIAE,R,01-Jan-17
31748,WAG9H,SECR,BIAE,R,16-Mar-16
31758,WAG9H,SECR,BIAE,R,03-Aug-16
31770,WAG9H,SECR,BIAE,R,04-Sep-16
31772,WAG9H,SECR,BIAE,R,07-Sep-16
31805,WAG9H,SECR,BIAE,R,30-Apr-17
31806,WAG9H,SECR,BIAE,R,02-Nov-16
31830,WAG9H,SECR,BIAE,R,13-Apr-17
31836,WAG9H,SECR,BIAE,R,05-Jun-17
31840,WAG9H,SECR,BIAE,R,05-Mar-17
31844,WAG9H,SECR,BIAE,R,20-Apr-17
31850,WAG9H,SECR,BIAE,R,31-Mar-17
31854,WAG9H,SECR,BIAE,R,16-Feb-17
31863,WAG9H,SECR,BIAE,R,05-Apr-17
31865,WAG9H,SECR,BIAE,R,01-Apr-17
31866,WAG9H,SECR,BIAE,R,07-May-17
31870,WAG9H,SECR,BIAE,R,13-Apr-17
31878,WAG9H,SECR,BIAE,R,25-Mar-17
31881,WAG9H,SECR,BIAE,R,10-Mar-17
31890,WAG9H,SECR,BIAE,R,27-Mar-17
31891,WAG9H,SECR,BIAE,R,17-Mar-17
31892,WAG9H,SECR,BIAE,R,17-Mar-17
31893,WAG9H,SECR,BIAE,R,12-May-17
31894,WAG9H,SECR,BIAE,R,10-Apr-17
31922,WAG9H,SECR,BIAE,R,31-May-17
31929,WAG9H,SECR,BIAE,R,28-Jun-17
31931,WAG9H,SECR,BIAE,R,17-Aug-17
31935,WAG9H,SECR,BIAE,R,09-Sep-17
31944,WAG9H,SECR,BIAE,R,31-Aug-17
31960,WAG9H,SECR,BIAE,R,06-Aug-17
31982,WAG9H,SECR,BIAE,R,22-Aug-17
32154,WAG9H,SECR,BIAE,R,07-Sep-18
32165,WAG9H,SECR,BIAE,R,21-Aug-18
32173,WAG9H,SECR,BIAE,R,07-Sep-18
32202,WAG9H,SECR,BIAE,R,16-Sep-18
32203,WAG9H,SECR,BIAE,R,03-Nov-18
32204,WAG9H,SECR,BIAE,R,10-Oct-18
32686,WAG9H,SECR,BIAE,R,08-Mar-20
32687,WAG9H,SECR,BIAE,R,16-Mar-20
32689,WAG9H,SECR,BIAE,R,31-May-20
32696,WAG9H,SECR,BIAE,R,02-Feb-20
32699,WAG9H,SECR,BIAE,R,22-Jan-20
32735,WAG9H,SECR,BIAE,R,30-Sep-20
32813,WAG9H,SECR,BIAE,R,10-Aug-20
32814,WAG9H,SECR,BIAE,R,31-Aug-20
32820,WAG9H,SECR,BIAE,R,18-Aug-20
32823,WAG9H,SECR,BIAE,R,16-Aug-20
32864,WAG9H,SECR,BIAE,R,26-Sep-20
32936,WAG9H,SECR,BIAE,R,31-Aug-21
32937,WAG9H,SECR,BIAE,R,01-Nov-21
32955,WAG9H,SECR,BIAE,R,06-Dec-20
32977,WAG9H,SECR,BIAE,R,31-Dec-20
33032,WAG9H,SECR,BIAE,R,10-Mar-21
33035,WAG9H,SECR,BIAE,R,09-Mar-21
33036,WAG9H,SECR,BIAE,R,10-Mar-21
33047,WAG9H,SECR,BIAE,R,27-Mar-21
33049,WAG9H,SECR,BIAE,R,26-Mar-21
33059,WAG9H,SECR,BIAE,R,01-Jul-21
33060,WAG9H,SECR,BIAE,R,04-May-21
33061,WAG9H,SECR,BIAE,R,30-Apr-21
33069,WAG9H,SECR,BIAE,R,13-Jan-21
33098,WAG9H,SECR,BIAE,R,30-Apr-21
33100,WAG9H,SECR,BIAE,R,08-Apr-21
33101,WAG9H,SECR,BIAE,R,20-Sep-21
33108,WAG9H,SECR,BIAE,R,23-May-21
33117,WAG9H,SECR,BIAE,R,30-Apr-21
33118,WAG9H,SECR,BIAE,R,15-May-21
33119,WAG9H,SECR,BIAE,R,18-May-21
33120,WAG9H,SECR,BIAE,R,31-May-21
33125,WAG9H,SECR,BIAE,R,03-Oct-21
33135,WAG9H,SECR,BIAE,R,28-Jun-21
33137,WAG9H,SECR,BIAE,R,03-Jul-21
33138,WAG9H,SECR,BIAE,R,23-May-21
33139,WAG9H,SECR,BIAE,R,15-May-21
33145,WAG9H,SECR,BIAE,R,22-Jul-21
33149,WAG9H,SECR,BIAE,R,18-Jul-21
33153,WAG9H,SECR,BIAE,R,08-Jul-21
33156,WAG9H,SECR,BIAE,R,25-Jul-21
33158,WAG9H,SECR,BIAE,R,27-Jul-21
33159,WAG9H,SECR,BIAE,R,10-Aug-21
33161,WAG9H,SECR,BIAE,R,25-Jul-21
33162,WAG9H,SECR,BIAE,R,31-Jul-21
33163,WAG9H,SECR,BIAE,R,23-Jul-21
33166,WAG9H,SECR,BIAE,R,17-Aug-21
33167,WAG9H,SECR,BIAE,R,20-Aug-21
33168,WAG9H,SECR,BIAE,R,07-Aug-21
33169,WAG9H,SECR,BIAE,R,14-Aug-21
33170,WAG9H,SECR,BIAE,R,12-Aug-21
33171,WAG9H,SECR,BIAE,R,17-Aug-21
33185,WAG9H,SECR,BIAE,R,30-Apr-21
33187,WAG9H,SECR,BIAE,R,18-Oct-21
33188,WAG9H,SECR,BIAE,R,23-Aug-21
33189,WAG9H,SECR,BIAE,R,30-Aug-21
33190,WAG9H,SECR,BIAE,R,08-Oct-21
33191,WAG9H,SECR,BIAE,R,18-Aug-21
33192,WAG9H,SECR,BIAE,R,16-Sep-21
33193,WAG9H,SECR,BIAE,R,17-Aug-21
33194,WAG9H,SECR,BIAE,R,30-Aug-21
33195,WAG9H,SECR,BIAE,R,30-Aug-21
33196,WAG9H,SECR,BIAE,R,08-Sep-21
33197,WAG9H,SECR,BIAE,R,31-Aug-21
33198,WAG9H,SECR,BIAE,R,18-Oct-21
33199,WAG9H,SECR,BIAE,R,18-Sep-21
33200,WAG9H,SECR,BIAE,R,07-Sep-21
33210,WAG9H,SECR,BIAE,R,06-Oct-21
33211,WAG9H,SECR,BIAE,R,07-Sep-21
33213,WAG9H,SECR,BIAE,R,07-Sep-21
33224,WAG9H,SECR,BIAE,R,15-May-21
33225,WAG9H,SECR,BIAE,R,07-Aug-21
33226,WAG9H,SECR,BIAE,R,05-Sep-21
33227,WAG9H,SECR,BIAE,R,15-May-21
33228,WAG9H,SECR,BIAE,R,19-Jul-21
33229,WAG9H,SECR,BIAE,R,19-Jul-21
33233,WAG9H,SECR,BIAE,R,10-Jul-21
33234,WAG9H,SECR,BIAE,R,19-Jul-21
33235,WAG9H,SECR,BIAE,R,10-Oct-21
33238,WAG9H,SECR,BIAE,R,07-Aug-21
33239,WAG9H,SECR,BIAE,R,07-Aug-21
33240,WAG9H,SECR,BIAE,R,31-Jul-21
33241,WAG9H,SECR,BIAE,R,25-Jul-21
33242,WAG9H,SECR,BIAE,R,10-Aug-21
33245,WAG9H,SECR,BIAE,R,30-Jul-21
33247,WAG9H,SECR,BIAE,R,14-Aug-21
33250,WAG9H,SECR,BIAE,R,31-Aug-21
33251,WAG9H,SECR,BIAE,R,14-Aug-21
33268,WAG9H,SECR,BIAE,R,18-Oct-21
33292,WAG9H,SECR,BIAE,R,30-Sep-21
33293,WAG9H,SECR,BIAE,R,16-Sep-21
33294,WAG9H,SECR,BIAE,R,16-Sep-21
33295,WAG9H,SECR,BIAE,R,18-Sep-21
33297,WAG9H,SECR,BIAE,R,20-Sep-21
33391,WAG9H,SECR,BIAE,R,05-Jan-22
33407,WAG9H,SECR,BIAE,R,01-Feb-22
33410,WAG9H,SECR,BIAE,R,01-Feb-22
33414,WAG9H,SECR,BIAE,R,01-Feb-22
33417,WAG9H,SECR,BIAE,R,03-Feb-22
33420,WAG9H,SECR,BIAE,R,03-Feb-22
33422,WAG9H,SECR,BIAE,R,01-Apr-22
33426,WAG9H,SECR,BIAE,R,01-Feb-22
33450,WAG9H,SECR,BIAE,R,01-Apr-22
33451,WAG9H,SECR,BIAE,R,02-Mar-22
33456,WAG9H,SECR,BIAE,R,01-Apr-22
33457,WAG9H,SECR,BIAE,R,08-May-22
33461,WAG9H,SECR,BIAE,R,01-Oct-22
33465,WAG9H,SECR,BIAE,R,08-May-22
33480,WAG9H,SECR,BIAE,R,03-Feb-22
33531,WAG9H,SECR,BIAE,R,01-Jul-22
33532,WAG9H,SECR,BIAE,R,12-Mar-22
33533,WAG9H,SECR,BIAE,R,08-May-22
33534,WAG9H,SECR,BIAE,R,01-Apr-22
33576,WAG9H,SECR,BIAE,R,28-Sep-22
33578,WAG9H,SECR,BIAE,R,16-May-23
33588,WAG9H,SECR,BIAE,R,01-Jul-22
33596,WAG9H,SECR,BIAE,R,31-Jul-22
33597,WAG9H,SECR,BIAE,R,31-Jul-22
33598,WAG9H,SECR,BIAE,R,31-Jul-22
33764,WAG9H,SECR,BIAE,R,13-Sep-22
33815,WAG9H,SECR,BIAE,R,31-Jan-23
33868,WAG9H,SECR,BIAE,R,13-Apr-23
33908,WAG9H,SECR,BIAE,R,17-Dec-22
33910,WAG9H,SECR,BIAE,R,17-Dec-22
33912,WAG9H,SECR,BIAE,R,08-Feb-23
33936,WAG9H,SECR,BIAE,R,17-Apr-23
34056,WAG9H,SECR,BIAE,R,07-May-21
34057,WAG9H,SECR,BIAE,R,13-Jul-21
34058,WAG9H,SECR,BIAE,R,03-Jul-21
34059,WAG9H,SECR,BIAE,R,04-Jun-21
34060,WAG9H,SECR,BIAE,R,09-Jun-21
34061,WAG9H,SECR,BIAE,R,04-Jun-21
34062,WAG9H,SECR,BIAE,R,13-Jul-21
34063,WAG9H,SECR,BIAE,R,04-Jun-21
34064,WAG9H,SECR,BIAE,R,03-Jul-21
34065,WAG9H,SECR,BIAE,R,07-Sep-21
34066,WAG9H,SECR,BIAE,R,07-Sep-21
34068,WAG9H,SECR,BIAE,R,16-Sep-21
34069,WAG9H,SECR,BIAE,R,04-Oct-21
34070,WAG9H,SECR,BIAE,R,03-Oct-21
34071,WAG9H,SECR,BIAE,R,01-Dec-21
34072,WAG9H,SECR,BIAE,R,30-Nov-21
34073,WAG9H,SECR,BIAE,R,30-Nov-21
34074,WAG9H,SECR,BIAE,R,08-Nov-21
34075,WAG9H,SECR,BIAE,R,01-Dec-21
34076,WAG9H,SECR,BIAE,R,05-Dec-21
34077,WAG9H,SECR,BIAE,R,05-Dec-21
34078,WAG9H,SECR,BIAE,R,16-Jan-22
34079,WAG9H,SECR,BIAE,R,06-Jan-22
34080,WAG9H,SECR,BIAE,R,01-Apr-22
37119,WAP7,SECR,BIAE,R,01-Jul-19
37135,WAP7,SECR,BIAE,R,03-Jul-19
37138,WAP7,SECR,BIAE,R,03-Aug-19
37188,WAP7,SECR,BIAE,R,12-Nov-19
37189,WAP7,SECR,BIAE,R,13-Sep-19
37699,WAP7,SECR,BIAE,R,23-Apr-24
37704,WAP7,SECR,BIAE,R,12-May-24
38020,WAG9H,SECR,BIAE,R,01-Jul-23
38021,WAG9H,SECR,BIAE,R,17-May-23
38121,WAG9H,SECR,BIAE,R,31-May-23
38123,WAG9H,SECR,BIAE,R,15-Jul-23
38165,WAG9H,SECR,BIAE,R,31-Oct-23
41037,WAG9H,SECR,BIAE,R,20-Feb-20
41039,WAG9H,SECR,BIAE,R,04-Mar-20
41041,WAG9H,SECR,BIAE,R,31-May-20
41046,WAG9H,SECR,BIAE,R,08-Apr-20
41048,WAG9H,SECR,BIAE,R,31-May-20
41065,WAG9H,SECR,BIAE,R,23-Oct-20
41066,WAG9H,SECR,BIAE,R,12-Jan-21
41094,WAG9H,SECR,BIAE,R,31-Dec-20
41095,WAG9H,SECR,BIAE,R,31-Dec-20
41096,WAG9H,SECR,BIAE,R,28-Feb-21
41127,WAG9H,SECR,BIAE,R,04-Jun-21
41286,WAG9H,SECR,BIAE,R,23-Nov-21
41287,WAG9H,SECR,BIAE,R,23-Nov-21
41347,WAG9H,SECR,BIAE,R,31-Mar-22
41349,WAG9H,SECR,BIAE,R,24-Jan-22
41370,WAG9H,SECR,BIAE,R,14-Feb-22
41801,WAG9H,SECR,BIAE,R,25-Jan-24
43189,WAG9H,SECR,BIAE,R,13-Apr-23
65001,EF12K,SECR,BIAE,R,30-Nov-23
65002,EF12K,SECR,BIAE,R,18-Feb-24
65003,EF12K,SECR,BIAE,R,14-Apr-24
65004,EF12K,SECR,BIAE,R,09-Apr-24
65005,EF12K,SECR,BIAE,R,30-Apr-24
65006,EF12K,SECR,BIAE,R,11-Feb-24
65007,EF12K,SECR,BIAE,R,12-May-24
65008,EF12K,SECR,BIAE,R,04-May-24
65009,EF12K,SECR,BIAE,R,30-Apr-24
65010,EF12K,SECR,BIAE,R,12-May-24
31353,WAG9H,SECR,BSPE,BSP,13-Sep-12
31506,WAG9H,SECR,BSPE,BSP,14-Jun-15
31629,WAG9H,SECR,BSPE,BSP,13-Oct-15
31871,WAG9H,SECR,BSPE,BSP,31-May-17
32571,WAG9H,SECR,BSPE,BSP,02-Jan-20
32621,WAG9H,SECR,BSPE,BSP,31-Jan-20
32625,WAG9H,SECR,BSPE,BSP,01-Mar-20
32630,WAG9H,SECR,BSPE,BSP,01-Apr-20
32658,WAG9H,SECR,BSPE,BSP,30-Apr-20
32660,WAG9H,SECR,BSPE,BSP,12-Feb-20
32661,WAG9H,SECR,BSPE,BSP,03-Feb-20
32677,WAG9H,SECR,BSPE,BSP,03-Feb-20
32725,WAG9H,SECR,BSPE,BSP,30-Apr-20
32728,WAG9H,SECR,BSPE,BSP,23-Jul-20
32731,WAG9H,SECR,BSPE,BSP,16-Aug-20
32734,WAG9H,SECR,BSPE,BSP,15-Sep-20
32760,WAG9H,SECR,BSPE,BSP,31-May-20
32844,WAG9H,SECR,BSPE,BSP,03-Jul-21
32845,WAG9H,SECR,BSPE,BSP,01-Jul-21
32846,WAG9H,SECR,BSPE,BSP,03-Jul-21
32877,WAG9H,SECR,BSPE,BSP,15-Jun-20
32878,WAG9H,SECR,BSPE,BSP,24-Jun-20
32879,WAG9H,SECR,BSPE,BSP,03-Jul-20
32904,WAG9H,SECR,BSPE,BSP,11-Nov-20
32957,WAG9H,SECR,BSPE,BSP,06-Dec-20
32978,WAG9H,SECR,BSPE,BSP,31-Dec-20
33029,WAG9H,SECR,BSPE,BSP,01-May-21
33095,WAG9H,SECR,BSPE,BSP,10-Mar-21
33096,WAG9H,SECR,BSPE,BSP,10-Mar-21
33372,WAG9H,SECR,BSPE,BSP,31-Mar-22
33381,WAG9H,SECR,BSPE,BSP,31-Mar-22
33466,WAG9H,SECR,BSPE,BSP,01-Apr-22
33467,WAG9H,SECR,BSPE,BSP,31-Mar-22
33498,WAG9H,SECR,BSPE,BSP,28-Apr-22
33499,WAG9H,SECR,BSPE,BSP,15-Mar-22
33535,WAG9H,SECR,BSPE,BSP,30-Apr-22
33536,WAG9H,SECR,BSPE,BSP,08-May-22
33627,WAG9H,SECR,BSPE,BSP,31-Dec-22
33701,WAG9H,SECR,BSPE,BSP,31-Jan-23
33742,WAG9H,SECR,BSPE,BSP,13-Feb-23
33746,WAG9H,SECR,BSPE,BSP,10-Feb-23
33756,WAG9H,SECR,BSPE,BSP,13-Mar-23
33869,WAG9H,SECR,BSPE,BSP,31-Mar-23
33883,WAG9H,SECR,BSPE,BSP,23-Apr-23
33885,WAG9H,SECR,BSPE,BSP,31-Mar-23
33890,WAG9H,SECR,BSPE,BSP,13-Apr-23
33897,WAG9H,SECR,BSPE,BSP,15-Jun-23
33898,WAG9H,SECR,BSPE,BSP,02-May-23
33901,WAG9H,SECR,BSPE,BSP,17-May-23
33902,WAG9H,SECR,BSPE,BSP,25-Apr-23
33922,WAG9H,SECR,BSPE,BSP,07-Jan-23
33928,WAG9H,SECR,BSPE,BSP,07-Jan-23
33946,WAG9H,SECR,BSPE,BSP,01-Apr-23
33988,WAG9H,SECR,BSPE,BSP,31-Jul-23
33994,WAG9H,SECR,BSPE,BSP,06-Aug-23
33995,WAG9H,SECR,BSPE,BSP,30-Sep-23
38007,WAG9H,SECR,BSPE,BSP,31-Jul-23
38008,WAG9H,SECR,BSPE,BSP,02-May-23
38042,WAG9H,SECR,BSPE,BSP,05-Jan-24
38047,WAG9H,SECR,BSPE,BSP,16-Aug-23
38049,WAG9H,SECR,BSPE,BSP,31-Dec-23
38053,WAG9H,SECR,BSPE,BSP,27-Jul-23
38054,WAG9H,SECR,BSPE,BSP,14-Aug-23
38056,WAG9H,SECR,BSPE,BSP,14-Aug-23
38080,WAG9H,SECR,BSPE,BSP,22-Oct-23
38081,WAG9H,SECR,BSPE,BSP,21-Aug-23
38086,WAG9H,SECR,BSPE,BSP,25-Oct-23
38108,WAG9H,SECR,BSPE,BSP,30-Nov-23
38115,WAG9H,SECR,BSPE,BSP,20-Sep-23
38140,WAG9H,SECR,BSPE,BSP,29-Jul-23
38141,WAG9H,SECR,BSPE,BSP,25-Sep-23
38144,WAG9H,SECR,BSPE,BSP,16-Aug-23
38145,WAG9H,SECR,BSPE,BSP,30-Aug-23
38160,WAG9H,SECR,BSPE,BSP,09-Sep-23
38161,WAG9H,SECR,BSPE,BSP,20-Sep-23
38163,WAG9H,SECR,BSPE,BSP,18-Nov-23
38164,WAG9H,SECR,BSPE,BSP,08-Oct-23
38174,WAG9H,SECR,BSPE,BSP,31-Oct-23
38177,WAG9H,SECR,BSPE,BSP,09-Nov-23
38180,WAG9H,SECR,BSPE,BSP,20-Nov-23
38183,WAG9H,SECR,BSPE,BSP,09-Nov-23
38186,WAG9H,SECR,BSPE,BSP,01-Feb-24
38191,WAG9H,SECR,BSPE,BSP,22-Jan-24
38194,WAG9H,SECR,BSPE,BSP,31-Oct-23
38226,WAG9H,SECR,BSPE,BSP,08-Nov-23
38230,WAG9H,SECR,BSPE,BSP,30-Sep-23
38232,WAG9H,SECR,BSPE,BSP,16-Dec-23
38233,WAG9H,SECR,BSPE,BSP,02-Mar-24
38257,WAG9H,SECR,BSPE,BSP,31-Dec-23
38258,WAG9H,SECR,BSPE,BSP,31-Dec-23
38259,WAG9H,SECR,BSPE,BSP,20-Dec-23
38261,WAG9H,SECR,BSPE,BSP,29-Dec-23
38262,WAG9H,SECR,BSPE,BSP,11-Jan-24
38268,WAG9H,SECR,BSPE,BSP,31-Oct-23
38270,WAG9H,SECR,BSPE,BSP,30-Sep-23
38274,WAG9H,SECR,BSPE,BSP,26-Oct-23
38275,WAG9H,SECR,BSPE,BSP,27-Oct-23
38277,WAG9H,SECR,BSPE,BSP,29-Feb-24
38289,WAG9H,SECR,BSPE,BSP,16-Oct-23
38392,WAG9H,SECR,BSPE,BSP,22-Oct-23
38399,WAG9H,SECR,BSPE,BSP,31-Oct-23
38553,WAG9H,SECR,BSPE,BSP,31-Jul-24
38554,WAG9H,SECR,BSPE,BSP,31-May-24
38557,WAG9H,SECR,BSPE,BSP,28-Jul-24
38581,WAG9H,SECR,BSPE,BSP,19-Jul-24
38623,WAG9H,SECR,BSPE,BSP,19-Jul-24
38673,WAG9H,SECR,BSPE,BSP,25-Jun-24
38693,WAG9H,SECR,BSPE,BSP,31-Jul-24
38694,WAG9H,SECR,BSPE,BSP,29-Jul-24
41348,WAG9H,SECR,BSPE,BSP,31-Jan-22
41373,WAG9H,SECR,BSPE,BSP,31-Mar-22
41381,WAG9H,SECR,BSPE,BSP,03-Mar-22
41382,WAG9H,SECR,BSPE,BSP,14-Feb-22
41383,WAG9H,SECR,BSPE,BSP,03-Mar-22
41384,WAG9H,SECR,BSPE,BSP,14-Feb-22
41424,WAG9H,SECR,BSPE,BSP,14-Mar-22
41425,WAG9H,SECR,BSPE,BSP,19-Mar-22
41428,WAG9H,SECR,BSPE,BSP,08-May-22
41431,WAG9H,SECR,BSPE,BSP,30-Apr-22
41444,WAG9H,SECR,BSPE,BSP,25-Apr-22
41445,WAG9H,SECR,BSPE,BSP,31-May-22
41608,WAG9H,SECR,BSPE,BSP,08-May-22
41609,WAG9H,SECR,BSPE,BSP,10-Jun-22
41725,WAG9H,SECR,BSPE,BSP,31-May-23
41726,WAG9H,SECR,BSPE,BSP,01-May-23
41727,WAG9H,SECR,BSPE,BSP,06-Jun-23
41728,WAG9H,SECR,BSPE,BSP,28-Feb-23
43173,WAG9H,SECR,BSPE,BSP,11-Jan-23
43175,WAG9H,SECR,BSPE,BSP,31-Jan-23
43190,WAG9H,SECR,BSPE,BSP,01-Jun-23
43192,WAG9H,SECR,BSPE,BSP,31-Jan-23
43193,WAG9H,SECR,BSPE,BSP,11-Jan-23
43194,WAG9H,SECR,BSPE,BSP,31-Mar-23
43196,WAG9H,SECR,BSPE,BSP,31-Mar-23
43197,WAG9H,SECR,BSPE,BSP,10-Feb-23
43198,WAG9H,SECR,BSPE,BSP,31-Mar-23
43199,WAG9H,SECR,BSPE,BSP,10-Feb-23
43200,WAG9H,SECR,BSPE,BSP,18-Feb-23
43201,WAG9H,SECR,BSPE,BSP,31-Jan-23
43204,WAG9H,SECR,BSPE,BSP,13-Feb-23
43205,WAG9H,SECR,BSPE,BSP,18-Feb-23
43206,WAG9H,SECR,BSPE,BSP,10-Feb-23
43207,WAG9H,SECR,BSPE,BSP,12-Mar-23
43220,WAG9H,SECR,BSPE,BSP,31-Jan-23
43221,WAG9H,SECR,BSPE,BSP,02-Mar-23
43222,WAG9H,SECR,BSPE,BSP,31-Mar-23
43223,WAG9H,SECR,BSPE,BSP,20-May-23
43238,WAG9H,SECR,BSPE,BSP,31-Mar-23
43239,WAG9H,SECR,BSPE,BSP,31-Mar-23
43243,WAG9H,SECR,BSPE,BSP,06-Apr-23
43244,WAG9H,SECR,BSPE,BSP,01-Jul-23
43245,WAG9H,SECR,BSPE,BSP,01-Aug-23
43248,WAG9H,SECR,BSPE,BSP,01-May-23
43249,WAG9H,SECR,BSPE,BSP,31-Mar-23
43254,WAG9H,SECR,BSPE,BSP,31-Aug-23
43255,WAG9H,SECR,BSPE,BSP,06-Jun-23
43257,WAG9H,SECR,BSPE,BSP,12-Mar-23
43258,WAG9H,SECR,BSPE,BSP,31-Mar-23
43286,WAG9H,SECR,BSPE,BSP,20-May-23
43287,WAG9H,SECR,BSPE,BSP,31-Jul-23
43288,WAG9H,SECR,BSPE,BSP,31-May-23
43301,WAG9H,SECR,BSPE,BSP,30-Sep-23
43302,WAG9H,SECR,BSPE,BSP,31-May-23
43303,WAG9H,SECR,BSPE,BSP,28-May-23
43304,WAG9H,SECR,BSPE,BSP,17-May-23
43305,WAG9H,SECR,BSPE,BSP,30-Jun-23
43306,WAG9H,SECR,BSPE,BSP,15-Jun-23
43313,WAG9H,SECR,BSPE,BSP,10-May-23
43314,WAG9H,SECR,BSPE,BSP,04-Aug-23
43317,WAG9H,SECR,BSPE,BSP,15-Jul-23
43320,WAG9H,SECR,BSPE,BSP,15-Jul-23
43321,WAG9H,SECR,BSPE,BSP,19-Dec-23
43322,WAG9H,SECR,BSPE,BSP,31-Jul-23
43332,WAG9H,SECR,BSPE,BSP,21-Jul-23
43333,WAG9H,SECR,BSPE,BSP,22-Jun-23
43334,WAG9H,SECR,BSPE,BSP,30-Jun-23
43340,WAG9H,SECR,BSPE,BSP,21-Jul-23
43343,WAG9H,SECR,BSPE,BSP,06-Aug-23
43344,WAG9H,SECR,BSPE,BSP,22-Jun-23
43345,WAG9H,SECR,BSPE,BSP,06-Aug-23
43351,WAG9H,SECR,BSPE,BSP,30-Jun-23
43353,WAG9H,SECR,BSPE,BSP,31-Jul-23
43354,WAG9H,SECR,BSPE,BSP,14-Jul-23
43355,WAG9H,SECR,BSPE,BSP,31-Jul-23
43356,WAG9H,SECR,BSPE,BSP,21-Jul-23
43362,WAG9H,SECR,BSPE,BSP,31-Jul-23
43363,WAG9H,SECR,BSPE,BSP,31-Jul-23
43364,WAG9H,SECR,BSPE,BSP,06-Aug-23
43365,WAG9H,SECR,BSPE,BSP,31-Jul-23
43366,WAG9H,SECR,BSPE,BSP,30-Jun-23
43392,WAG9H,SECR,BSPE,BSP,31-Aug-23
43393,WAG9H,SECR,BSPE,BSP,31-Aug-23
43394,WAG9H,SECR,BSPE,BSP,30-Nov-23
43398,WAG9H,SECR,BSPE,BSP,12-Oct-23
43399,WAG9H,SECR,BSPE,BSP,30-Sep-23
43400,WAG9H,SECR,BSPE,BSP,18-Nov-23
43401,WAG9H,SECR,BSPE,BSP,31-Jul-23
43417,WAG9H,SECR,BSPE,BSP,16-Sep-23
43418,WAG9H,SECR,BSPE,BSP,11-Oct-23
24531,WAG7,SECR,RPDX,R,17-Aug-10
24532,WAG7,SECR,RPDX,R,17-Aug-10
24533,WAG7,SECR,RPDX,R,07-Sep-10
24534,WAG7,SECR,RPDX,R,07-Sep-10
24535,WAG7,SECR,RPDX,R,27-Sep-10
24536,WAG7,SECR,RPDX,R,12-Jan-10
24537,WAG7,SECR,RPDX,R,30-Dec-10
24538,WAG7,SECR,RPDX,R,27-Dec-10
24539,WAG7,SECR,RPDX,R,12-Jul-10
24540,WAG7,SECR,RPDX,R,18-Nov-10
24541,WAG7,SECR,RPDX,R,12-Jan-10
24542,WAG7,SECR,RPDX,R,30-Dec-10
24543,WAG7,SECR,RPDX,R,02-Sep-11
24544,WAG7,SECR,RPDX,R,02-Sep-11
24545,WAG7,SECR,RPDX,R,25-Feb-11
24546,WAG7,SECR,RPDX,R,25-Feb-11
24547,WAG7,SECR,RPDX,R,16-Mar-11
24548,WAG7,SECR,RPDX,R,30-Mar-11
24549,WAG7,SECR,RPDX,R,11-Jul-11
24550,WAG7,SECR,RPDX,R,04-Jul-11
24551,WAG7,SECR,RPDX,R,11-Apr-11
24552,WAG7,SECR,RPDX,R,11-Apr-11
24553,WAG7,SECR,RPDX,R,22-Apr-11
24554,WAG7,SECR,RPDX,R,22-Apr-11
24555,WAG7,SECR,RPDX,R,14-May-11
24556,WAG7,SECR,RPDX,R,14-May-11
24557,WAG7,SECR,RPDX,R,27-May-11
24558,WAG7,SECR,RPDX,R,16-Jun-11
24559,WAG7,SECR,RPDX,R,10-Jun-11
24560,WAG7,SECR,RPDX,R,06-Jul-11
24561,WAG7,SECR,RPDX,R,20-Jun-11
24562,WAG7,SECR,RPDX,R,12-Sep-11
24563,WAG7,SECR,RPDX,R,23-Jul-11
24564,WAG7,SECR,RPDX,R,11-Jul-11
24565,WAG7,SECR,RPDX,R,07-Aug-11
